ID	adj.P.Val	P.Value	t	B	logFC	RANGE_GB	RANGE_START	RANGE_END	RANGE_STRAND	GB_ACC	ORF
cg24449371	4.74e-01	2.93e-01	1.056052	-6.955499	0.0044863	NC_000015.8	76210201	76211356	-	NM_006383.2	10518
cg07816442	4.74e-01	2.93e-01	1.056047	-6.955505	0.00116339	NC_000019.8	50600158	50602163	+	NM_012099.1	10849
cg21415698	4.74e-01	2.93e-01	1.055725	-6.955844	0.00479946	NC_000011.8	107969615	107969972	-	NM_015065.1	23086
cg12520111	4.74e-01	2.93e-01	-1.055701	-6.955869	-0.00146629	NC_000007.12	44801387	44803694	+	NM_021130.2	5478
cg16415646	4.74e-01	2.93e-01	-1.055697	-6.955873	-0.01749308					NM_002192.2	3624
cg16343842	4.74e-01	2.93e-01	-1.055639	-6.955934	-0.0230537	NC_000023.9	149817268	149818902	-	NM_134445.2	83692
cg01808130	4.74e-01	2.93e-01	-1.055599	-6.955976	-0.01636504	NC_000006.10	8380156	8381258	-	NM_015948.2	51000
cg13928116	4.74e-01	2.93e-01	1.055582	-6.955994	0.03599796	NC_000023.9	147389531	147391124	+	NM_002025.1	2334
cg01120898	4.74e-01	2.93e-01	-1.055391	-6.956195	-0.00143121	NC_000003.10	191713954	191715294	+	NM_002182.2	3556
cg01861509	4.74e-01	2.93e-01	-1.055336	-6.956252	-0.01639026					NM_014767.1	9806
cg00821764	4.75e-01	2.94e-01	-1.055008	-6.956597	-0.00232953	NC_000003.10	125931740	125932656	+	NM_000373.1	7372
cg12526025	4.75e-01	2.94e-01	-1.054997	-6.956609	-0.00290194	NC_000022.9	32645462	32648712	-	NM_004737.3	9215
cg07992625	4.75e-01	2.94e-01	-1.054919	-6.956691	-0.01382469	NC_000012.10	52305953	52306733	-	NM_006856.1	11016
cg09475324	4.75e-01	2.94e-01	-1.054828	-6.956786	-0.00497869	NC_000012.10	107432652	107433695	+	NM_007076.2	11153
cg15664067	4.75e-01	2.94e-01	-1.054628	-6.956996	-0.01035494	NC_000005.8	86598928	86600264	+	NM_022650.1	5921
cg27443050	4.75e-01	2.94e-01	1.05447	-6.957162	0.01824348	NC_000014.7	54727608	54728433	-	NM_014750.3	9787
cg15411984	4.75e-01	2.94e-01	-1.054435	-6.957199	-0.01224785	NC_000012.10	6883991	6884532	+	NM_201650.1	10233
cg04618607	4.75e-01	2.94e-01	-1.054428	-6.957206	-0.00301172	NC_000008.9	126079172	126080536	+	NM_003129.3	6713
cg06765434	4.75e-01	2.94e-01	1.053957	-6.957701	0.00218353	NC_000018.8	52456277	52457277	-	NM_004786.1	9352
cg13682722	4.75e-01	2.94e-01	1.053939	-6.95772	0.00829144	NC_000014.7	89867780	89868430	-	NM_199043.1	55051
cg03024246	4.75e-01	2.94e-01	-1.05342	-6.958265	-0.0227916					NM_003772.2	8690
cg00223186	4.76e-01	2.94e-01	1.053277	-6.958415	0.01743977	NC_000001.9	178737843	178739044	-	NM_032360.2	84320
cg07766612	4.76e-01	2.94e-01	1.05325	-6.958444	0.015904	NC_000001.9	26244727	26245945	-	NM_001004434.1	7780
cg03340261	4.76e-01	2.94e-01	1.053113	-6.958587	0.00342184	NC_000006.10	135417261	135417982	-	NM_006620.2	10767
cg09545860	4.76e-01	2.94e-01	1.053004	-6.958701	0.00164361	NC_000005.8	153804910	153806850	+	NM_024632.3	79685
cg23087130	4.76e-01	2.95e-01	-1.052674	-6.959047	-0.00573073	NC_000010.9	27189001	27190352	-	NM_005470.2	10006
cg02577849	4.76e-01	2.95e-01	-1.052651	-6.959072	-0.00777581					NM_197941.2	11174
cg04621255	4.76e-01	2.95e-01	1.052637	-6.959086	0.01009597	NC_000009.10	130619231	130621779	+	NM_004435.2	2021
cg00160914	4.76e-01	2.95e-01	-1.05263	-6.959094	-0.01378302					NM_198926.1	55924
cg00029931	4.76e-01	2.95e-01	-1.052467	-6.959264	-0.0236794	NC_000023.9	100532246	100532948	+	NM_021029.3	6173
cg05010058	4.76e-01	2.95e-01	-1.052357	-6.95938	-0.0068538	NC_000002.10	65136376	65137768	+	NM_015147.1	23177
cg04927982	4.76e-01	2.95e-01	-1.052206	-6.959539	-0.01185956	NC_000023.9	53270230	53271428	-	NM_004187.1	8242
cg15127324	4.76e-01	2.95e-01	1.052193	-6.959552	0.00680571	NC_000004.10	35921845	35922935	-	NM_015230.2	116984
cg12113932	4.76e-01	2.95e-01	-1.051727	-6.96004	-0.00470101	NC_000020.9	335851	337425	+	NM_031227.1	10616
cg06339706	4.76e-01	2.95e-01	1.051614	-6.960159	0.0325777					NM_020904.1	57664
cg06141123	4.76e-01	2.95e-01	-1.051609	-6.960164	-0.00699897	NC_000002.10	177836370	177838567	-	NM_006164.2	4780
cg01457080	4.76e-01	2.95e-01	1.051562	-6.960213	0.00324838	NC_000014.7	76348169	76349228	-	NM_015305.2	23357
cg03582451	4.77e-01	2.95e-01	-1.05135	-6.960435	-0.01958848					NM_030941.1	81691
cg20074795	4.77e-01	2.95e-01	-1.051268	-6.960521	-0.00167961	NC_000022.9	37193700	37194309	+	NM_016657.1	11015
cg22016649	4.77e-01	2.95e-01	-1.051186	-6.960607	-0.02181085	NC_000011.8	808884	809164	+	NM_020376.2	57104
cg03693601	4.77e-01	2.95e-01	1.051181	-6.960612	0.00410343	NC_000016.8	45212171	45213046	-	NM_024745.2	79801
cg26091119	4.77e-01	2.95e-01	1.050999	-6.960803	0.00085789	NC_000001.9	100275910	100277183	+	NM_033055.2	64645
cg15754084	4.77e-01	2.95e-01	-1.050947	-6.960857	-0.01796154					NM_000319.3	5830
cg14091657	4.77e-01	2.95e-01	-1.050894	-6.960913	-0.02537512					NM_178138.2	8022
cg06597095	4.77e-01	2.95e-01	-1.050859	-6.960949	-0.0197913					NM_022483.3	64417
cg15077637	4.77e-01	2.96e-01	1.050688	-6.961128	0.00909167	NC_000017.9	40332900	40333225	-	NM_004247.2	9343
cg16732880	4.77e-01	2.96e-01	1.050435	-6.961393	0.0009286	NC_000016.8	730212	732067	-	NM_022493.1	64428
cg08905118	4.77e-01	2.96e-01	-1.050404	-6.961426	-0.01768035	NC_000023.9	46580900	46582108	+	NM_006915.1	6102
cg02360776	4.77e-01	2.96e-01	1.050097	-6.961746	0.01576939	NC_000011.8	62277783	62278759	-	NM_024784.2	79842
cg10805667	4.77e-01	2.96e-01	1.049963	-6.961887	0.00361303	NC_000011.8	71491575	71492457	-	NM_017907.1	55004
cg02479196	4.77e-01	2.96e-01	1.049919	-6.961933	0.00132338	NC_000002.10	160276726	160278011	+	NM_022826.2	64844
cg22438324	4.77e-01	2.96e-01	1.049902	-6.96195	0.0011072	NC_000014.7	19992412	19993894	+	NM_001641.2	328
cg04878727	4.77e-01	2.96e-01	1.04988	-6.961973	0.00938821					NM_024493.1	80317
cg21784498	4.77e-01	2.96e-01	-1.049797	-6.96206	-0.00205713	NC_000017.9	23669254	23670883	+	NM_014573.1	27346
cg22919370	4.77e-01	2.96e-01	-1.049753	-6.962106	-0.01127799	NC_000006.10	27947550	27948221	-	NM_003533.2	8354
cg05647526	4.77e-01	2.96e-01	-1.049577	-6.96229	-0.00502459	NC_000007.12	128166068	128167128	+	NM_001219.2	813
cg19846927	4.77e-01	2.96e-01	-1.049519	-6.962351	-0.01114234	NC_000002.10	224530069	224530950	+	NM_022915.2	65080
cg00929606	4.77e-01	2.96e-01	-1.04947	-6.962403	-0.01220713	NC_000007.12	99516510	99518408	-	NM_032924.2	7551
cg15247031	4.77e-01	2.96e-01	-1.049385	-6.962491	-0.01168379	NC_000014.7	30995826	30996675	-	NM_080664.1	112487
cg02285477	4.77e-01	2.96e-01	1.049183	-6.962702	0.00127036	NC_000013.9	27092036	27094375	+	NM_152705.1	219404
cg23440155	4.77e-01	2.96e-01	-1.049171	-6.962715	-0.01949228					NM_000779.2	1580
cg10960946	4.77e-01	2.96e-01	1.049156	-6.962731	0.00102859	NC_000016.8	1297836	1300481	+	NM_003345.3	7329
cg03103192	4.78e-01	2.96e-01	-1.049008	-6.962885	-0.02658298	NC_000004.10	52612015	52613199	+	NM_145263.1	132671
cg12185908	4.78e-01	2.96e-01	1.048816	-6.963086	0.01161558	NC_000003.10	20201909	20203087	-	NM_138484.1	151648
cg24091474	4.78e-01	2.96e-01	1.048578	-6.963334	0.02135094					NM_003332.2	7305
cg03070588	4.78e-01	2.97e-01	-1.04837	-6.963552	-0.00659194	NC_000012.10	107974497	107975144	+	NM_032663.2	84749
cg06587969	4.78e-01	2.97e-01	1.048257	-6.963669	0.00681801	NC_000017.9	7532080	7532868	+	NM_018081.1	55135
cg27546682	4.78e-01	2.97e-01	-1.047858	-6.964086	-0.00592937	NC_000001.9	36623227	36624594	-	NM_032017.1	83931
cg14030083	4.78e-01	2.97e-01	1.047712	-6.964238	0.01078836	NC_000017.9	70494824	70496345	+	NM_014603.1	30850
cg15098690	4.78e-01	2.97e-01	1.047669	-6.964284	0.01039654	NC_000004.10	142361299	142361982	+	NM_014487.2	27309
cg23806715	4.78e-01	2.97e-01	-1.047574	-6.964383	-0.01211535	NC_000017.9	71286220	71287765	-	NM_005324.3	3021
cg13846682	4.78e-01	2.97e-01	1.047516	-6.964443	0.0023927	NC_000014.7	34000579	34001841	-	NM_138288.2	171546
cg08097973	4.78e-01	2.97e-01	-1.047471	-6.964491	-0.01517156					NM_006185.2	4926
cg23037133	4.79e-01	2.97e-01	1.047198	-6.964775	0.01856613	NC_000013.9	96444343	96444884	-	NM_080818.3	27199
cg15201909	4.79e-01	2.97e-01	-1.046971	-6.965011	-0.01810585					NM_000206.1	3561
cg14566624	4.79e-01	2.97e-01	1.046941	-6.965044	0.03319152	NC_000001.9	6242587	6244183	-	NM_207370.1	387509
cg25689955	4.79e-01	2.97e-01	-1.046516	-6.965486	-0.02297487					NM_018095.3	55709
cg19534879	4.79e-01	2.98e-01	1.046152	-6.965866	0.00371429	NC_000004.10	105631516	105632429	-	NM_025212.1	80319
cg23118151	4.79e-01	2.98e-01	1.045846	-6.966184	0.00395916	NC_000002.10	24123342	24124142	-	NM_025203.1	80304
cg10036895	4.79e-01	2.98e-01	-1.04584	-6.966191	-0.01877155	NC_000010.9	131238346	131238929	+	NT_008818.15	4255
cg05523254	4.80e-01	2.98e-01	1.045708	-6.966328	0.00147185	NC_000001.9	11962604	11963665	+	NM_014874.2	9927
cg24315860	4.80e-01	2.98e-01	1.04504	-6.967024	0.00889868	NC_000007.12	104815356	104817256	-	NM_182691.1	6733
cg09144196	4.80e-01	2.98e-01	-1.044736	-6.967341	-0.00299505	NC_000001.9	233390708	233391573	-	NM_015014.1	23029
cg04072323	4.80e-01	2.98e-01	1.044533	-6.967552	0.01411006	NC_000002.10	228754274	228755173	-	NM_030623.1	80309
cg06320982	4.81e-01	2.99e-01	1.044016	-6.96809	0.00817676	NC_000016.8	57275786	57276390	-	NM_018231.1	55238
cg03085312	4.81e-01	2.99e-01	1.043818	-6.968296	0.03372082					NM_001024809.2	5914
cg03774732	4.81e-01	2.99e-01	-1.043709	-6.968409	-0.00139453	NC_000019.8	44573007	44574755	-	NM_019088.2	54623
cg24820508	4.81e-01	2.99e-01	1.043479	-6.968648	0.00191195	NC_000003.10	139530721	139531618	-	NM_178130.2	347736
cg11378840	4.81e-01	2.99e-01	1.04295	-6.969198	0.00213496	NC_000010.9	94438569	94442540	+	NM_002729.2	3087
cg07518362	4.81e-01	2.99e-01	-1.042817	-6.969336	-0.00115653	NC_000001.9	120412706	120414183	-	NM_024408.2	4853
cg10328462	4.81e-01	2.99e-01	-1.042798	-6.969356	-0.00264595	NC_000005.8	148704856	148705905	+	NM_152407.2	134266
cg25668626	4.81e-01	2.99e-01	1.042625	-6.969536	0.01623674					NM_002534.2	4938
cg12575181	4.81e-01	2.99e-01	-1.042591	-6.969571	-0.01119831	NC_000014.7	67136169	67137508	-	NM_004569.2	5283
cg09424925	4.81e-01	2.99e-01	1.042524	-6.969641	0.01150677	NC_000014.7	67355447	67356606	+	NM_002877.4	5890
cg13587740	4.81e-01	2.99e-01	-1.042521	-6.969644	-0.00149519	NC_000015.8	70455010	70455937	-	NM_000520.2	3073
cg20969242	4.81e-01	2.99e-01	-1.042484	-6.969682	-0.01002144	NC_000001.9	154093286	154094220	-	NM_032292.3	54856
cg18282543	4.81e-01	2.99e-01	-1.042465	-6.969702	-0.00642627	NC_000016.8	1322717	1324827	+	NM_003933.3	8938
cg02078356	4.81e-01	2.99e-01	1.042428	-6.969741	0.01181286	NC_000001.9	32310605	32311715	+	NM_018056.1	55116
cg15601535	4.81e-01	2.99e-01	1.042388	-6.969782	0.00524799	NC_000004.10	55906901	55908009	+	NM_024592.1	79644
cg11714014	4.81e-01	2.99e-01	1.042342	-6.96983	0.02605548	NC_000023.9	151556515	151558106	+	NM_018558.1	55879
cg19317638	4.82e-01	2.99e-01	-1.042078	-6.970104	-0.01224145	NC_000019.8	50233373	50234750	+	NM_007056.1	11129
cg08872483	4.82e-01	3.00e-01	1.041484	-6.970721	0.00674058	NC_000009.10	95252873	95255957	+	NM_014612.3	23196
cg14275779	4.82e-01	3.00e-01	-1.041373	-6.970836	-0.00696363	NC_000017.9	38083465	38084240	-	NM_024927.3	79990
cg17237813	4.82e-01	3.00e-01	-1.041318	-6.970892	-0.02203725					NM_024686.3	79739
cg24474998	4.82e-01	3.00e-01	1.040973	-6.97125	0.00211516					NM_016641.3	51573
cg00660989	4.82e-01	3.00e-01	1.040832	-6.971397	0.0223764					NM_017658.2	54813
cg21407839	4.83e-01	3.00e-01	1.040561	-6.971678	0.00535669	NC_000021.7	37659849	37662599	+	NM_101395.1	1859
cg05566965	4.83e-01	3.00e-01	1.040551	-6.971688	0.00258339	NC_000022.9	16636516	16637562	-	NM_001196.2	637
cg08400120	4.83e-01	3.00e-01	1.040542	-6.971697	0.00192889	NC_000003.10	171422313	171423570	+	NM_002740.4	5584
cg00179446	4.83e-01	3.00e-01	-1.040414	-6.971831	-0.01468788	NC_000023.9	118870555	118871381	-	NM_023010.2	65109
cg11654737	4.83e-01	3.00e-01	-1.040382	-6.971863	-0.01240856	NC_000006.10	80872720	80873463	+	NM_000056.2	594
cg20785344	4.83e-01	3.00e-01	1.040318	-6.97193	0.01112749	NC_000012.10	131796460	131798417	+	NM_138575.1	192111
cg09419116	4.83e-01	3.00e-01	-1.040115	-6.97214	-0.00217197	NC_000018.8	54957487	54958727	+	NM_033280.1	90701
cg05610379	4.83e-01	3.00e-01	1.039985	-6.972274	0.00112019	NC_000010.9	123723777	123724979	-	NM_017615.1	54780
cg03718539	4.83e-01	3.01e-01	-1.039774	-6.972494	-0.01361106	NC_000001.9	202386898	202388209	-	NM_018208.1	55224
cg09144786	4.83e-01	3.01e-01	-1.039741	-6.972528	-0.01992263	NC_000023.9	117363449	117364996	+	NM_019045.3	54521
cg27262488	4.83e-01	3.01e-01	1.039658	-6.972614	0.00127602	NC_000020.9	32414464	32415601	+	NM_031483.3	83737
cg15519208	4.83e-01	3.01e-01	-1.039621	-6.972652	-0.01329918					NM_005321.2	3008
cg17849194	4.83e-01	3.01e-01	1.039504	-6.972773	0.00323084	NC_000004.10	71772362	71773553	+	NM_020368.1	57050
cg00317680	4.83e-01	3.01e-01	-1.039473	-6.972805	-0.00708427	NC_000008.9	97342649	97344229	-	NM_015942.3	51001
cg09834162	4.83e-01	3.01e-01	-1.039362	-6.97292	-0.00223522	NC_000007.12	107996842	107998468	+	NM_012328.1	4189
cg19035993	4.84e-01	3.01e-01	-1.03857	-6.97374	-0.01775069					NM_173566.1	253143
cg21264207	4.84e-01	3.01e-01	1.038472	-6.973842	0.00172334	NC_000010.9	64246010	64248900	-	NM_000399.2	1959
cg26798786	4.84e-01	3.01e-01	1.038462	-6.973851	0.00872078	NC_000009.10	72217007	72219236	-	NM_001206.2	687
cg12240824	4.84e-01	3.01e-01	-1.038431	-6.973884	-0.00433401	NC_000018.8	31123981	31124686	+	NM_006629.3	10778
cg02326931	4.84e-01	3.01e-01	1.03832	-6.973999	0.00923803	NC_000013.9	36470672	36471745	-	NM_013338.3	29880
cg26516954	4.84e-01	3.01e-01	-1.038298	-6.974021	-0.00143229	NC_000017.9	78601864	78603543	-	NM_001009905.1	146712
cg13496838	4.84e-01	3.01e-01	-1.037954	-6.974377	-0.0132422	NC_000002.10	222872611	222873277	-	NM_181457.1	5077
cg08142684	4.84e-01	3.01e-01	1.037909	-6.974423	0.00782516	NC_000006.10	160129299	160132269	-	NM_030752.2	6950
cg10468702	4.84e-01	3.01e-01	-1.037879	-6.974455	-0.02614266	NC_000019.8	14443018	14446252	-	NM_000955.2	5731
cg00346145	4.84e-01	3.01e-01	1.037871	-6.974464	0.01029435	NC_000004.10	109760829	109761647	+	NM_000995.2	6164
cg03073814	4.84e-01	3.01e-01	1.03786	-6.974475	0.00549323	NC_000017.9	15842749	15844576	+	NM_017775.2	54902
cg23799276	4.84e-01	3.01e-01	-1.037754	-6.974584	-0.00368108	NC_000003.10	13435831	13437208	-	NM_024923.2	23225
cg14702264	4.84e-01	3.02e-01	1.037722	-6.974618	0.00467136	NC_000007.12	66023140	66024338	+	NM_017994.3	55069
cg10007692	4.84e-01	3.02e-01	-1.037694	-6.974646	-0.00879209	NC_000019.8	14500498	14502147	+	NM_138501.4	9524
cg06109724	4.84e-01	3.02e-01	1.037434	-6.974915	0.00151241	NC_000010.9	12277360	12278665	-	NM_014142.2	11164
cg26918442	4.84e-01	3.02e-01	1.037406	-6.974944	0.00199712	NC_000015.8	41408928	41410433	-	NM_014793.3	9836
cg06654134	4.84e-01	3.02e-01	-1.03734	-6.975013	-0.01437279	NC_000002.10	46697037	46698120	-	NM_002643.2	5281
cg12320676	4.84e-01	3.02e-01	-1.037298	-6.975055	-0.00957154	NC_000002.10	11523053	11524020	-	NM_001952.3	1876
cg23570261	4.84e-01	3.02e-01	1.037207	-6.97515	0.00793947	NC_000002.10	127999909	128001102	-	NM_017969.1	55677
cg13205516	4.84e-01	3.02e-01	1.036803	-6.975567	0.0021441	NC_000007.12	55999036	56000523	+	NM_001483.1	2631
cg13114389	4.84e-01	3.02e-01	1.036727	-6.975646	0.00199245	NC_000010.9	101408234	101409619	+	NM_020354.2	57089
cg18485485	4.85e-01	3.02e-01	-1.036602	-6.975775	-0.00409332	NC_000008.9	91082265	91083649	+	NM_001359.1	1666
cg14230685	4.85e-01	3.02e-01	1.036589	-6.975789	0.00996354	NC_000009.10	90192045	90194159	+	NM_006717.1	10927
cg07238167	4.85e-01	3.02e-01	-1.036403	-6.97598	-0.00602197	NC_000023.9	23982243	23983393	+	NM_001415.2	1968
cg06930095	4.85e-01	3.02e-01	1.036058	-6.976336	0.00115326	NC_000015.8	83059574	83061459	-	NM_014300.2	23478
cg16928795	4.85e-01	3.02e-01	1.035901	-6.976499	0.0091442	NC_000005.8	60276139	60277697	-	NM_001007233.1	1161
cg21832243	4.85e-01	3.02e-01	-1.03583	-6.976571	-0.02083323					NM_003316.3	7267
cg01731685	4.85e-01	3.02e-01	1.035633	-6.976775	0.00803388	NC_000022.9	15945411	15947155	+	NM_014339.3	23765
cg20972495	4.85e-01	3.02e-01	-1.035632	-6.976776	-0.00706234					NM_032970.2	9117
cg17263089	4.85e-01	3.03e-01	-1.035433	-6.976982	-0.02810161	NC_000012.10	97509829	97510690	+	NM_002635.2	5250
cg17820459	4.85e-01	3.03e-01	-1.03542	-6.976995	-0.01215489	NC_000005.8	150380065	150380874	+	NT_029289.10	2878
cg11321895	4.85e-01	3.03e-01	1.035392	-6.977024	0.00148636	NC_000008.9	57285660	57287678	-	NM_002655.1	5324
cg04498739	4.85e-01	3.03e-01	-1.035283	-6.977136	-0.01569367	NC_000007.12	95063327	95064272	-	NM_002612.2	5166
cg09150117	4.85e-01	3.03e-01	1.035201	-6.977221	0.02496013	NC_000007.12	96490825	96492388	-	NM_005221.4	1749
cg02659232	4.85e-01	3.03e-01	1.035137	-6.977287	0.0129782	NC_000011.8	125278105	125278503	-	NM_031307.2	83480
cg25932752	4.85e-01	3.03e-01	-1.034932	-6.977498	-0.01895456	NC_000023.9	11685580	11687109	+	NM_078628.1	10943
cg13891659	4.85e-01	3.03e-01	1.034863	-6.977569	0.00967047	NC_000006.10	169931539	169933083	+	NM_025002.1	80069
cg05526376	4.85e-01	3.03e-01	-1.034757	-6.977678	-0.00932574	NC_000007.12	97573863	97574963	+	NM_014916.2	22853
cg08918431	4.85e-01	3.03e-01	-1.034672	-6.977766	-0.0029905	NC_000005.8	139760327	139762373	+	NM_020690.4	404734
cg23282771	4.85e-01	3.03e-01	-1.034647	-6.977792	-0.00271914	NC_000009.10	132309554	132310734	+	NM_000050.3	445
cg09666654	4.86e-01	3.03e-01	-1.034493	-6.977951	-0.00485557	NC_000002.10	191817926	191819459	+	NM_012223.2	4430
cg25758314	4.86e-01	3.03e-01	-1.034119	-6.978337	-0.01961134	NC_000023.9	152853045	152855277	-	NM_003491.2	8260
cg04356968	4.86e-01	3.03e-01	-1.033935	-6.978526	-0.00390226					NM_199173.2	632
cg25186211	4.86e-01	3.03e-01	1.03358	-6.978892	0.00278344	NC_000009.10	123961193	123962166	+	NM_198469.1	254956
cg07469792	4.86e-01	3.03e-01	1.033561	-6.978912	0.00150729	NC_000012.10	26002295	26004030	+	NM_007211.2	11228
cg27281008	4.86e-01	3.03e-01	1.03351	-6.978964	0.00779912	NC_000011.8	77962890	77963809	-	NM_024678.3	79731
cg03876622	4.86e-01	3.04e-01	1.033294	-6.979186	0.02236392	NC_000012.10	10765861	10767630	-	NM_003651.3	8531
cg13260633	4.87e-01	3.04e-01	1.032786	-6.979709	0.01154333	NC_000004.10	170167134	170168504	-	NM_032783.3	84869
cg12598198	4.87e-01	3.04e-01	1.032727	-6.97977	0.00955721	NC_000011.8	111289551	111289762	+	NM_001541.2	3316
cg14086033	4.87e-01	3.04e-01	-1.032682	-6.979816	-0.00603006	NC_000011.8	61316278	61317629	+	NM_004111.4	2237
cg08550026	4.87e-01	3.04e-01	-1.03259	-6.979911	-0.00320908	NC_000011.8	19690063	19692574	+	NM_182964.4	89797
cg05879919	4.87e-01	3.04e-01	1.032578	-6.979923	0.00731769	NC_000014.7	102045127	102046689	-	NM_152326.2	122416
cg17181653	4.87e-01	3.04e-01	-1.032546	-6.979957	-0.02495248	NC_000006.10	144457538	144459359	-	NM_031287.2	83443
cg24100167	4.87e-01	3.04e-01	-1.032502	-6.980001	-0.00334828	NC_000006.10	160140818	160141595	+	NM_173516.1	154197
cg05249393	4.87e-01	3.04e-01	1.032365	-6.980142	0.00678737	NC_000019.8	11060847	11062736	+	NM_000527.2	3949
cg09259772	4.87e-01	3.04e-01	1.032191	-6.980322	0.0201498	NC_000007.12	12692517	12693939	+	NM_005738.2	10124
cg11977634	4.87e-01	3.04e-01	1.032179	-6.980334	0.01248256	NC_000006.10	30959786	30960728	+	NM_001954.3	780
cg04518155	4.87e-01	3.04e-01	-1.032082	-6.980433	-0.00461252	NC_000004.10	170915361	170915947	-	NM_017867.1	54969
cg13144004	4.87e-01	3.04e-01	-1.031776	-6.980749	-0.00124885	NC_000003.10	125931740	125932656	+	NM_000373.1	7372
cg18773223	4.87e-01	3.04e-01	1.031658	-6.980869	0.00251991	NC_000009.10	130588244	130589582	+	NM_018201.2	54662
cg21660392	4.87e-01	3.04e-01	1.031458	-6.981075	0.02955775					NM_007168.2	10351
cg14908548	4.87e-01	3.04e-01	-1.031404	-6.981131	-0.00718227	NC_000005.8	179091970	179093460	+	NM_014757.3	9794
cg08789630	4.87e-01	3.04e-01	-1.031365	-6.981171	-0.02110396	NC_000010.9	76269127	76269333	+	NM_012330.1	23522
cg09163317	4.87e-01	3.04e-01	1.031299	-6.981238	0.009639	NC_000012.10	56311809	56313508	-	NM_001478.2	2583
cg03115886	4.87e-01	3.05e-01	-1.031184	-6.981357	-0.01787308					NM_002836.2	5786
cg01785339	4.87e-01	3.05e-01	-1.031146	-6.981395	-0.009131	NC_000001.9	222611000	222611973	+	NM_014184.1	29097
cg25990314	4.87e-01	3.05e-01	-1.030951	-6.981596	-0.00817856	NC_000022.9	18221788	18223071	-	NM_053004.1	54584
cg02756845	4.88e-01	3.05e-01	-1.03059	-6.981967	-0.01395778	NC_000022.9	49384789	49386716	+	NM_012324.2	23542
cg08554114	4.88e-01	3.05e-01	-1.030563	-6.981995	-0.01495184	NC_000014.7	52232942	52233321	-	NM_014584.1	30001
cg15260250	4.88e-01	3.05e-01	1.030446	-6.982114	0.00101527	NC_000005.8	115204845	115206341	+	NM_001284.2	1176
cg22464423	4.88e-01	3.05e-01	1.030219	-6.982348	0.0132294	NC_000019.8	48835226	48836488	-	NM_145296.1	199731
cg05413282	4.88e-01	3.05e-01	-1.030214	-6.982353	-0.02697056					NM_002771.2	5646
cg19987840	4.88e-01	3.05e-01	1.030122	-6.982447	0.00743789	NC_000004.10	124062617	124064149	-	NM_198041.1	11162
cg00043080	4.88e-01	3.05e-01	-1.029842	-6.982735	-0.01785136	NC_000019.8	45544942	45545333	+	NM_012268.1	23646
cg04009666	4.88e-01	3.05e-01	-1.029667	-6.982915	-0.01232509	NC_000017.9	59923000	59923925	-	NM_007215.2	11232
cg09936839	4.88e-01	3.05e-01	-1.029584	-6.982999	-0.02146094	NC_000019.8	4132627	4132893	-	NM_016539.1	51548
cg24693909	4.88e-01	3.05e-01	1.029307	-6.983284	0.02145014	NC_000004.10	100702657	100704413	-	NM_152292.2	93587
cg21803417	4.88e-01	3.05e-01	-1.029248	-6.983344	-0.00809921	NC_000005.8	7921676	7922983	+	NM_024010.1	4552
cg10911660	4.88e-01	3.05e-01	1.029184	-6.98341	0.00548721	NC_000019.8	42355097	42355800	-	NM_199126.1	199704
cg07594933	4.89e-01	3.06e-01	-1.02897	-6.983629	-0.01489292					NM_032358.2	84318
cg02497428	4.89e-01	3.06e-01	1.028953	-6.983647	0.00841449					NM_005849.1	10261
cg19279529	4.89e-01	3.06e-01	-1.028942	-6.983658	-0.00169166	NC_000019.8	40449870	40452758	+	NM_003367.2	7392
cg03272031	4.89e-01	3.06e-01	1.028933	-6.983667	0.00255095	NC_000012.10	12401022	12401990	+	NM_058169.2	118426
cg03550508	4.89e-01	3.06e-01	-1.028874	-6.983728	-0.00671201	NC_000022.9	23281640	23282238	+	NM_004175.3	6634
cg05995267	4.89e-01	3.06e-01	-1.02885	-6.983752	-0.00470251					NM_145239.1	112476
cg17034082	4.89e-01	3.06e-01	-1.028675	-6.983932	-0.00526415	NC_000005.8	153398050	153399014	-	NM_018691.1	10827
cg07905963	4.89e-01	3.06e-01	1.028651	-6.983957	0.02102723					NM_000766.3	1553
cg21184174	4.89e-01	3.06e-01	1.028624	-6.983984	0.02680582	NC_000001.9	115681518	115682942	-	NM_002506.2	4803
